Application_ID,Gender,Age,Education,Marital_Status,Employment_Type,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Debt,Approval_Status,Application_Date,EMI
APP100053,Male,53.0,Graduate,Married,Self-Employed,90482.0,2164496.0,36.0,809.0,480230.0,Rejected,2023-11-12,69842.1976123127
APP100054,Female,45.0,Not Graduate,Married,Self-Employed,14498.0,986581.0,48.0,753.0,374841.0,Approved,2022-06-03,25022.242927636387
APP100055,Male,67.0,Not Graduate,Single,Salaried,61170.0,1469435.0,48.0,570.0,459357.0,Approved,2020-09-21,37268.66778943784
APP100056,Female,18.0,Graduate,Single,Salaried,168383.0,1745872.0,36.0,838.0,144184.0,Rejected,2022-12-26,56334.37864047962
APP100057,Male,67.0,Graduate,Single,Salaried,133698.0,1864060.0,36.0,639.0,427951.0,Approved,2018-12-25,60147.972960544896
APP100058,Male,36.0,Not Graduate,Married,Self-Employed,105956.0,1344219.0,60.0,321.0,749931.0,Approved,2023-08-17,28560.681194736404
APP100059,Male,76.0,Graduate,Married,Self-Employed,34603.0,697245.0,24.0,685.0,316157.0,Approved,2021-06-26,32174.31916420179
APP100060,Male,85.0,Graduate,Married,Self-Employed,17235.0,2045139.0,12.0,427.0,974474.0,Rejected,2018-11-22,179800.20969369516
APP100061,Male,84.0,Not Graduate,Married,Salaried,196601.0,1328430.0,36.0,426.0,933149.0,Rejected,2019-03-07,42864.699483909666
APP100062,Female,58.0,Not Graduate,Single,Salaried,103076.0,2734952.0,48.0,578.0,889757.0,Approved,2020-09-24,69365.44829002889
APP100063,Female,27.0,Not Graduate,Single,Self-Employed,171602.0,1524692.0,48.0,486.0,607299.0,Approved,2019-10-17,38670.128062291675
APP100064,Male,45.0,Graduate,Single,Self-Employed,124940.0,1255457.0,72.0,495.0,703958.0,Approved,2020-05-11,23258.392716455535
APP100065,Male,51.0,Graduate,Married,Salaried,103076.0,2453811.0,36.0,763.0,426581.0,Approved,2019-02-19,79177.57887529781
APP100066,Female,56.0,Graduate,Single,Salaried,140515.0,1107573.0,48.0,576.0,577409.0,Approved,2018-02-11,28090.912622573327
APP100067,Male,53.0,Graduate,Married,Salaried,112891.0,452538.0,72.0,452.0,496944.0,Rejected,2024-09-21,8383.645575371642
APP100068,Male,69.0,Not Graduate,Single,Salaried,89652.0,1957511.0,36.0,540.0,105029.0,Approved,2022-06-20,63163.37387099621
APP100069,Female,20.0,Graduate,Single,Salaried,152918.0,457809.0,48.0,427.0,278423.0,Approved,2020-05-01,11611.218959678208
APP100070,Female,40.0,Graduate,Married,Salaried,114451.0,1400155.0,12.0,570.0,662012.0,Approved,2018-04-23,123095.86908453447
APP100071,Female,34.0,Not Graduate,Married,Self-Employed,167487.0,244288.0,24.0,570.0,744177.0,Approved,2022-03-17,11272.651765139264
APP100072,Female,88.0,Graduate,Single,Salaried,143581.0,2338889.0,60.0,570.0,998076.0,Rejected,2019-05-02,49694.47915769367
APP100073,Male,43.0,Not Graduate,Married,Self-Employed,119863.0,155066.0,48.0,321.0,902367.0,Rejected,2024-02-22,3932.874362892519
APP100074,Female,35.0,Not Graduate,Married,Salaried,54588.0,1825600.0,12.0,785.0,267874.0,Rejected,2023-03-30,160499.24372710602
APP100075,Male,63.0,Graduate,Married,Salaried,96189.0,766660.0,36.0,801.0,756880.0,Rejected,2020-12-22,24737.961734027525
APP100076,Female,53.0,Graduate,Married,Self-Employed,120082.0,1426169.0,48.0,820.0,496944.0,Approved,2023-01-19,36171.33025455007
APP100077,Female,48.0,Graduate,Single,Self-Employed,76314.0,1145550.0,60.0,570.0,600047.0,Approved,2022-06-10,24339.552068993435
APP100078,Male,26.0,Graduate,Married,Self-Employed,40108.0,2678408.0,60.0,690.0,437159.0,Rejected,2022-06-07,56908.254531018785
APP100079,Female,52.0,Graduate,Married,Self-Employed,159154.0,737812.0,48.0,417.0,396864.0,Rejected,2019-04-08,18712.818409157746
APP100080,Female,77.0,Graduate,Married,Self-Employed,179073.0,1995715.0,36.0,570.0,12942.0,Approved,2022-12-31,64396.10949054958
APP100081,Female,80.0,Graduate,Married,Self-Employed,73383.0,2578174.0,48.0,755.0,965043.0,Approved,2023-02-03,65389.15318429608
APP100082,Male,69.0,Graduate,Married,Self-Employed,96403.0,2278548.0,36.0,658.0,176136.0,Rejected,2018-06-03,73522.33484614425
APP100083,Female,65.0,Not Graduate,Single,Self-Employed,84907.0,1492644.0,36.0,795.0,89143.0,Approved,2018-10-05,48163.42336175852
APP100084,Female,78.0,Not Graduate,Single,Self-Employed,103076.0,811076.0,48.0,811.0,93658.0,Approved,2024-07-15,20570.982721921067
APP100085,Male,41.0,Not Graduate,Single,Self-Employed,30095.0,654865.0,36.0,559.0,360226.0,Approved,2024-03-15,21130.651541692452
APP100086,Male,53.0,Not Graduate,Married,Salaried,84288.0,2905078.0,36.0,570.0,420278.0,Approved,2019-08-07,93738.69563869931
APP100087,Female,75.0,Graduate,Married,Self-Employed,53313.0,792071.0,36.0,579.0,304379.0,Rejected,2023-09-15,25557.903227810133
APP100088,Male,53.0,Not Graduate,Married,Self-Employed,175876.0,455162.0,12.0,357.0,587432.0,Rejected,2024-12-20,40015.97106338575
APP100089,Male,47.0,Not Graduate,Single,Self-Employed,31586.0,736110.0,36.0,567.0,705830.0,Rejected,2020-10-20,23752.199165255788
APP100090,Female,46.0,Graduate,Married,Self-Employed,26505.0,2466004.0,24.0,740.0,380743.0,Rejected,2023-02-06,113793.57292802139
APP100091,Male,27.0,Not Graduate,Married,Self-Employed,55113.0,539729.0,24.0,570.0,697438.0,Approved,2020-07-22,24905.754947221518
APP100092,Female,56.0,Not Graduate,Married,Self-Employed,131417.0,761223.0,60.0,304.0,390574.0,Approved,2024-01-20,16173.739116245812
APP100093,Male,72.0,Graduate,Married,Self-Employed,68110.0,1524692.0,72.0,396.0,672517.0,Approved,2019-04-19,28246.196650015114
APP100094,Male,45.0,Not Graduate,Single,Self-Employed,180528.0,2532215.0,24.0,788.0,496944.0,Rejected,2019-05-12,116848.87464575471
APP100095,Male,35.0,Graduate,Single,Salaried,156838.0,1230190.0,48.0,354.0,496944.0,Rejected,2018-03-20,31200.796515591737
APP100096,Male,58.0,Graduate,Married,Self-Employed,139430.0,2883334.0,72.0,472.0,420353.0,Rejected,2021-09-20,53416.17793736353
APP100097,Male,82.0,Graduate,Married,Self-Employed,54286.0,1708308.0,48.0,640.0,172177.0,Rejected,2024-10-30,43327.10418224622
APP100098,Male,63.0,Graduate,Married,Salaried,110061.0,2292719.0,36.0,788.0,352200.0,Rejected,2021-08-16,73979.59315586812
APP100099,Male,77.0,Graduate,Single,Self-Employed,102052.0,2116460.0,24.0,807.0,740013.0,Approved,2023-11-03,97663.89079630047
APP100100,Male,26.0,Graduate,Single,Self-Employed,137713.0,573965.0,48.0,499.0,596619.0,Approved,2023-03-25,14557.235201124713
APP100101,Male,62.0,Not Graduate,Single,Self-Employed,103076.0,1036902.0,72.0,681.0,248973.0,Rejected,2021-11-11,19209.47824137201
APP100102,Male,77.0,Not Graduate,Married,Self-Employed,103076.0,2141621.0,36.0,569.0,397557.0,Approved,2020-09-22,69104.08570525366
APP100103,Male,45.0,Graduate,Married,Self-Employed,70723.0,1722903.0,72.0,431.0,699744.0,Approved,2024-06-29,31918.221481388362
APP100104,Male,20.0,Graduate,Single,Salaried,139680.0,2917679.0,24.0,335.0,947784.0,Approved,2019-11-20,134636.0825315192
APP100105,Male,68.0,Graduate,Single,Self-Employed,96486.0,1470904.0,60.0,332.0,508755.0,Rejected,2020-01-26,31252.36305398343
APP100106,Female,25.0,Graduate,Married,Self-Employed,65674.0,1816777.0,48.0,361.0,545205.0,Approved,2019-07-15,46078.15824482982
APP100107,Female,87.0,Graduate,Single,Self-Employed,159082.0,1263948.0,36.0,443.0,244491.0,Rejected,2024-04-28,40784.04671927663
APP100108,Male,76.0,Graduate,Married,Salaried,166919.0,2210870.0,48.0,511.0,817153.0,Approved,2018-06-16,56073.374838379685
APP100109,Female,78.0,Graduate,Single,Salaried,14108.0,532523.0,60.0,573.0,779312.0,Approved,2023-11-23,11314.539990778745
APP100110,Female,75.0,Graduate,Single,Self-Employed,193441.0,1524692.0,36.0,468.0,209183.0,Approved,2020-03-04,49197.52217694662
APP100111,Male,87.0,Graduate,Married,Self-Employed,49940.0,845175.0,36.0,319.0,155550.0,Rejected,2018-11-09,27271.419936551683
APP100112,Female,29.0,Not Graduate,Married,Self-Employed,84914.0,211157.0,24.0,508.0,307796.0,Rejected,2019-12-01,9743.824210651
APP100113,Male,26.0,Graduate,Married,Self-Employed,37713.0,1973748.0,48.0,596.0,618818.0,Approved,2022-09-06,50059.34832916554
APP100114,Female,66.0,Graduate,Married,Salaried,168989.0,2896480.0,12.0,679.0,325640.0,Rejected,2023-01-11,254646.60904397897
APP100115,Female,34.0,Graduate,Married,Salaried,171245.0,2907394.0,12.0,520.0,656519.0,Rejected,2023-06-01,255606.1230372073
APP100116,Male,71.0,Graduate,Married,Self-Employed,157681.0,1109725.0,12.0,763.0,343341.0,Rejected,2023-11-16,97562.4579563227
APP100117,Male,61.0,Not Graduate,Married,Salaried,79568.0,1143511.0,24.0,402.0,802753.0,Approved,2021-12-09,52767.23086113999
APP100118,Male,49.0,Graduate,Married,Salaried,113946.0,720058.0,12.0,623.0,246071.0,Rejected,2024-03-05,63304.53792706645
APP_MISSING_2,Male,52.0,Not Graduate,Married,Salaried,47074.0,1398167.0,72.0,334.0,292234.0,Rejected,2021-07-23,25902.215025435748
APP100120,Female,66.0,Graduate,Married,Self-Employed,42680.0,2679297.0,12.0,560.0,314802.0,Rejected,2018-06-16,235552.77290770374
APP100121,Male,71.0,Not Graduate,Single,Self-Employed,103076.0,2248176.0,36.0,443.0,783835.0,Approved,2018-12-29,72542.31583669301
APP100122,Female,33.0,Not Graduate,Married,Self-Employed,130672.0,384254.0,36.0,711.0,69704.0,Approved,2020-06-17,12398.79574798087
APP100123,Male,29.0,Graduate,Single,Self-Employed,121063.0,1397347.0,72.0,525.0,440458.0,Approved,2021-12-31,25887.023838459612
APP100124,Female,25.0,Not Graduate,Single,Salaried,103076.0,1037055.0,12.0,671.0,15133.0,Rejected,2019-05-30,91173.61043131788
APP100125,Male,38.0,Graduate,Single,Self-Employed,132962.0,767455.0,24.0,514.0,315870.0,Approved,2023-01-12,35414.154442358835
APP100126,Female,65.0,Graduate,Single,Self-Employed,55271.0,150790.0,72.0,491.0,334713.0,Rejected,2022-12-21,2793.511078208437
APP100127,Female,25.0,Graduate,Single,Self-Employed,100858.0,820284.0,60.0,570.0,646164.0,Rejected,2023-04-16,17428.61082393803
APP100128,Female,45.0,Graduate,Married,Self-Employed,100035.0,2235474.0,24.0,466.0,397098.0,Approved,2021-11-12,103155.78305943367
APP100129,Male,27.0,Graduate,Single,Self-Employed,78824.0,1390952.0,60.0,472.0,391559.0,Approved,2021-10-08,29553.619335228104
APP100130,Female,69.0,Not Graduate,Single,Salaried,55098.0,126196.0,36.0,352.0,945141.0,Rejected,2020-06-18,4071.989955113528
APP100131,Male,32.0,Not Graduate,Married,Salaried,169412.0,2272209.0,12.0,570.0,243369.0,Approved,2020-04-12,199763.2702070135
APP100132,Female,21.0,Graduate,Married,Self-Employed,115584.0,1780923.0,48.0,380.0,9901.0,Rejected,2023-11-27,45168.8081783604
APP100133,Female,79.0,Not Graduate,Single,Self-Employed,170718.0,943253.0,60.0,423.0,811871.0,Approved,2018-02-01,20041.338665037987
APP100134,Male,21.0,Not Graduate,Married,Self-Employed,156027.0,1593358.0,72.0,325.0,22184.0,Approved,2023-11-21,29518.291826726174
APP100135,Male,58.0,Not Graduate,Single,Self-Employed,91626.0,1457327.0,12.0,739.0,615182.0,Rejected,2020-08-27,128122.19618924859
APP100136,Female,53.0,Graduate,Married,Salaried,158536.0,2771082.0,36.0,841.0,496944.0,Rejected,2022-12-11,89415.02162347385
APP100137,Male,72.0,Graduate,Single,Self-Employed,60058.0,2355462.0,36.0,483.0,977254.0,Approved,2018-01-03,76004.13328197107
APP100138,Female,45.0,Graduate,Single,Self-Employed,139983.0,158127.0,12.0,610.0,101770.0,Rejected,2021-02-24,13901.875500019769
APP100139,Male,64.0,Graduate,Married,Self-Employed,143621.0,170479.0,72.0,847.0,171641.0,Approved,2024-09-03,3158.2662981755834
APP100140,Female,26.0,Not Graduate,Single,Salaried,9016.0,2940127.0,12.0,824.0,452644.0,Approved,2023-04-18,258483.87377390722
APP100141,Female,19.0,Graduate,Married,Self-Employed,72343.0,2465332.0,48.0,725.0,548690.0,Approved,2021-05-21,62527.18854435234
APP100142,Male,84.0,Graduate,Married,Self-Employed,103076.0,1506597.0,60.0,570.0,92958.0,Approved,2021-03-07,32010.733820862733
APP100143,Male,65.0,Not Graduate,Married,Self-Employed,103076.0,2661108.0,12.0,777.0,290628.0,Rejected,2023-02-23,233953.67083487712
APP100144,Female,86.0,Graduate,Married,Salaried,103076.0,109912.0,72.0,608.0,669355.0,Approved,2019-08-30,2036.2118816104899
APP100145,Male,53.0,Graduate,Married,Salaried,169236.0,1974920.0,60.0,429.0,530064.0,Rejected,2022-10-01,41961.213541178055
APP100146,Male,45.0,Not Graduate,Married,Salaried,26399.0,845972.0,60.0,794.0,880023.0,Approved,2019-04-06,17974.40490848109
APP100147,Male,31.0,Not Graduate,Single,Salaried,85516.0,2765099.0,24.0,581.0,790214.0,Rejected,2020-02-28,127595.28967094091
APP100148,Male,63.0,Not Graduate,Single,Self-Employed,94693.0,1671398.0,48.0,486.0,575615.0,Rejected,2020-08-01,42390.9712276697
APP100149,Female,30.0,Graduate,Married,Self-Employed,170609.0,2036494.0,36.0,570.0,828158.0,Approved,2019-04-13,65711.93311712709
APP100150,Male,33.0,Graduate,Married,Salaried,68919.0,1863850.0,72.0,480.0,780258.0,Rejected,2018-11-25,34529.382738369895
APP100151,Male,57.0,Not Graduate,Single,Self-Employed,60829.0,1524692.0,24.0,418.0,899465.0,Rejected,2022-09-18,70356.80002740092
APP100152,Female,89.0,Graduate,Single,Self-Employed,89291.0,403456.0,36.0,736.0,471014.0,Approved,2024-01-11,13018.390276476937
APP100153,Male,47.0,Graduate,Married,Salaried,12192.0,1377632.0,24.0,814.0,552165.0,Rejected,2019-09-13,63570.72716020572
APP100154,Male,82.0,Graduate,Married,Salaried,94429.0,1563591.0,60.0,522.0,107804.0,Approved,2020-06-28,33221.68788713676
APP100155,Male,75.0,Graduate,Married,Self-Employed,64821.0,2735893.0,12.0,545.0,228974.0,Approved,2023-01-14,240528.46046137338
APP100156,Female,65.0,Graduate,Single,Salaried,104984.0,126865.0,72.0,732.0,772969.0,Approved,2018-05-17,2350.2804094231274
APP100157,Female,66.0,Graduate,Married,Salaried,103076.0,556505.0,60.0,622.0,685837.0,Rejected,2023-09-07,11824.086617044382
APP100158,Female,19.0,Not Graduate,Single,Salaried,134687.0,1351579.0,72.0,570.0,52765.0,Rejected,2019-01-03,25039.13329513815
APP100159,Male,31.0,Not Graduate,Single,Self-Employed,19485.0,1524692.0,12.0,396.0,860933.0,Approved,2021-06-26,134044.6499324982
APP100160,Female,34.0,Not Graduate,Married,Self-Employed,103076.0,558231.0,12.0,637.0,891662.0,Rejected,2020-12-08,49077.373644295636
APP100161,Female,48.0,Graduate,Married,Self-Employed,132791.0,1756119.0,24.0,570.0,317053.0,Rejected,2019-09-27,81035.98189491338
APP100162,Male,27.0,Not Graduate,Single,Salaried,176449.0,2381354.0,60.0,442.0,274432.0,Rejected,2024-08-25,50596.73491135768
APP100163,Female,87.0,Not Graduate,Single,Salaried,140553.0,907440.0,48.0,813.0,616005.0,Approved,2024-06-04,23015.022712027054
APP100164,Male,54.0,Graduate,Married,Self-Employed,38278.0,1524692.0,24.0,378.0,937618.0,Rejected,2024-10-27,70356.80002740092
APP100165,Male,81.0,Graduate,Single,Self-Employed,15418.0,1524692.0,36.0,473.0,597973.0,Rejected,2020-01-12,49197.52217694662
APP100166,Female,47.0,Not Graduate,Single,Salaried,25313.0,2986564.0,48.0,488.0,71300.0,Approved,2021-09-08,75746.97863321252
APP100167,Male,51.0,Not Graduate,Married,Self-Employed,137870.0,1369712.0,24.0,763.0,670012.0,Approved,2019-01-07,63205.25934361259
APP100168,Male,35.0,Graduate,Married,Salaried,103076.0,1561062.0,36.0,323.0,536096.0,Approved,2024-09-03,50371.079775186496
APP100169,Male,80.0,Not Graduate,Married,Self-Employed,103076.0,2989577.0,36.0,395.0,820975.0,Rejected,2019-02-17,96465.2406893914
APP100170,Male,66.0,Graduate,Married,Self-Employed,151727.0,2695329.0,48.0,560.0,923823.0,Rejected,2024-01-27,68360.5066465939
APP100171,Male,73.0,Not Graduate,Married,Self-Employed,8637.0,1899457.0,48.0,355.0,500750.0,Rejected,2019-10-16,48175.136643214726
APP100172,Female,75.0,Graduate,Married,Self-Employed,132933.0,274500.0,24.0,418.0,142068.0,Rejected,2019-07-03,12666.782279648318
APP100173,Female,44.0,Graduate,Married,Self-Employed,80729.0,845760.0,12.0,353.0,285150.0,Approved,2020-02-28,74355.74078365315
APP100174,Female,72.0,Not Graduate,Single,Salaried,108804.0,1503009.0,12.0,475.0,690988.0,Rejected,2024-10-14,132138.3697496899
APP100175,Female,36.0,Graduate,Single,Salaried,94064.0,1781111.0,72.0,577.0,348323.0,Rejected,2020-05-27,32996.57344664042
APP100176,Male,40.0,Graduate,Married,Self-Employed,168073.0,1657679.0,72.0,764.0,884815.0,Rejected,2019-12-01,30709.89223830151
APP100177,Male,64.0,Not Graduate,Single,Salaried,174484.0,2277372.0,60.0,830.0,504762.0,Approved,2024-08-13,48387.42470819058
APP_MISSING_3,Female,83.0,Not Graduate,Married,Self-Employed,110107.0,1190584.0,36.0,441.0,703310.0,Approved,2022-11-17,38416.79679798793
APP100179,Male,68.0,Not Graduate,Single,Self-Employed,171240.0,1524692.0,24.0,566.0,484654.0,Approved,2019-12-07,70356.80002740092
APP100180,Male,45.0,Graduate,Married,Salaried,153710.0,1841695.0,24.0,341.0,286361.0,Rejected,2020-01-04,84984.88011117271
APP100181,Male,74.0,Graduate,Married,Self-Employed,33997.0,1352969.0,36.0,461.0,653714.0,Rejected,2023-08-26,43656.50399045925
APP100182,Female,75.0,Graduate,Married,Self-Employed,103076.0,463887.0,36.0,413.0,496944.0,Rejected,2021-12-18,14968.328665787738
APP100183,Female,32.0,Graduate,Married,Self-Employed,38521.0,1439939.0,72.0,554.0,509503.0,Approved,2022-04-19,26676.076321005236
APP100184,Male,33.0,Graduate,Single,Salaried,127918.0,2105732.0,60.0,570.0,725663.0,Approved,2023-11-04,44740.58195394848
APP100185,Male,64.0,Not Graduate,Married,Self-Employed,182733.0,1399264.0,36.0,741.0,756290.0,Approved,2019-07-08,45150.31342159796
APP100186,Male,80.0,Not Graduate,Single,Self-Employed,144395.0,644890.0,72.0,566.0,121000.0,Rejected,2020-10-18,11947.127523216654
APP100187,Male,29.0,Graduate,Single,Self-Employed,126000.0,1648860.0,48.0,570.0,45507.0,Rejected,2024-09-26,41819.34932221737
APP100188,Female,60.0,Graduate,Married,Self-Employed,59656.0,1463114.0,12.0,558.0,992920.0,Approved,2020-03-23,128630.96542864866
APP100189,Female,46.0,Graduate,Single,Self-Employed,11202.0,1361818.0,60.0,695.0,933651.0,Approved,2021-08-14,28934.607934610016
APP100190,Female,66.0,Graduate,Single,Self-Employed,91927.0,741984.0,12.0,340.0,142659.0,Rejected,2020-10-20,65232.18167047164
APP100191,Male,20.0,Not Graduate,Married,Salaried,21104.0,1770930.0,24.0,433.0,848804.0,Approved,2022-09-29,81719.43439889835
APP100192,Female,86.0,Graduate,Married,Salaried,147560.0,1220343.0,36.0,822.0,135747.0,Approved,2024-04-04,39377.036021689346
APP100193,Male,77.0,Not Graduate,Married,Salaried,143186.0,2128031.0,72.0,693.0,257886.0,Rejected,2023-12-22,39423.557087810725
APP100194,Male,83.0,Graduate,Married,Salaried,66742.0,1227043.0,36.0,393.0,699137.0,Rejected,2021-08-10,39593.226175888056
APP100195,Female,43.0,Graduate,Married,Self-Employed,103076.0,2811778.0,12.0,570.0,916665.0,Approved,2019-02-18,247199.95756382268
